question,subjects
영어 면접 및 직무 질문 . 간단한 영어로 아침부터 면접 장소 오는 과정 등등..,{}
1. 자기소개 2. 경력사항관련 질문 3. 근무지 협의,{}
"대학생활 중 프로젝트, 군생활 중 기억에 남는 것, 지방근무 가능 여부 등 질문",{}
을 입장도 괜찮은지에 대한 질문이 있음 자존심이 상할수있음,{}
경영학을 전공한 사람이 제조업이나 금융회사가 아닌 IT회사에 입사하려는 이유는?,{}
윗상사가 부당한 지시를 한다면 어떻게하겠는가,{}
"이전 직장에서의 경험에 대해 상세하게,, 이후 꼬리를 무는 질문",{}
학교전공 관련 회사내 직무에 대해서 아는지 si에 대해서 아는지 등,{}
"지원동기 , 성적이 낮으면 왜낮은지도 물어봐요 기업이슈관련된질문도 종종 있음",{}
1. 이기업에 오고 싶은 이유는 어떤건가요? 2. 자기소개서에서 많은 활동을 한것 같은데 활동을 통해 어떠한것을 배울 수 있었나요?,{}
"1차는 다대일로 2차는 다대다로 진행되었습니다. 1차는 지원동기, SI에 관련된 기본사항, 업체현황 등 2차는 인성면접으로 진행",{}
살면서 1등한 기억 물어봤습니다. 어정쩡한 거 얘기하니 면접관이 대놓고 웃더라구요,{}
"1. 자기소개 해봐라...인사같은거 하지말고, 외워온거 하지말고, 남들과 다른 나만의 이야기가 있다면 해봐라...없으면 안해도 되고 2. 회사에서 원하는 인재상은? 3. 회사에서 하지말아야 할 것 은? 4. 10대일때와 다른 20대에서의 성취는? 5. 30대의 목표는? 6. 회사에 바라는 점은? 7. (개별질문) 즐거움이란? 7-2.(다른사람들에게는) - 학점이 왜케 안좋냐...사실은 코딩별로 안좋아하지? 고향이 지방이신분께 자기사는곳을 설명한다면? 등등 8. 넥타이가 다들 독특한데, 그걸로 고른 이유는?",{}
상사와의갈등이 생긴다면 어떻게 풀것인지 답하시오. 꼭 갈등을해결해야한다면?,{}
왜 cns 인가에 대해 말해 보세요에 대해 질문 받을 받았습니다.,{}
"면접질문은 기술적인 부분은 적었으며 지원동기, 인성 등을 판가름 할수있는 내용이 대부분이었습니 다. ""서류 - 필기 -1차면접 -2차면접으로 1차면접시엔 팀장급(기술, 인성) 2차면접시엔 인성면접으로 이루어졌습니다."" 합격 보통 도움이 돼요 0",{}
엘지씨엔에스에서 10년 후 어떤 모습으로 성장하여 있겠는가?,{}
"인성 면접이라 그다지 어려운 질문은 없었고, 회사의 경영이념이 무엇인지를 여쭤보셨는데 외우지 않 았다면 답변하지 못했을 질문이었음.",{}
자기소개 업무관련 프로젝트 진행한내용 자소서 관련 지원동기 끝으로 하고싶은말 정도의 질문을 받았습니다,{}
1. 왜 입사했는지. 2. 입사 후 포부 등 간략한 것들,{}
씨앤에스가 무슨일을 하는회사인가 SI프로젝트가 무엇인지 명확히 아는가 어떤일을 하고싶은가,{}
대체적으로 어려운 질문은 없었음 해당 외국어를 사용하는 국가가 아닌 한국에서 근무할 수도 있는데 괜찮은지 질문 받음,{}
1. 어째서 지원하게 되었나? 2. 엘지씨엔에스를 아는가?,{}
자소서중심으로 인성면접을 봄. 면접관 3명과 면접자4명이서 한 방에 들어가 30분간 면접 진행함. IT 기업이라면서 기술 면접을 보지 않는게 신기헀다.,{}
남들은 유쾌하게 한다는데 나를 웃겨볼수잇겟나 직장생활에서 중요한건은 무엇이며. 영어로 말해봐라,{}
"질문이 잘 기억안나지만, 개인 인성, 가치관, 전문지식을 물어봤던거로 기억",{}
장단점 임사지원에대해 질문을 하였고 1차면잡에서가 중요한 역할을 하는것 같습니아,{}
"자기소개 지원이유는 무잇인가 강점이 무엇이라고 생각하는가 우리회사가 뭐하는곳일까 발표시기 30일 후 ""틀에박힌 질문위주로 함 면접스터디했다면 어렵지않게 합격이 가능"" 합격 보통 도움이 돼요 0",{}
1명을 뽑는다면 당신을 뽑아야할 이유를 말해보세요...,{}
영어로 자기소개해보세요. 왜 이분야로 지원했나요. 결혼은 했나요,{}
직무와 관련해서 했던 경험을 위주로 상세하게 물어봄,{}
화학공학도가 IT회사에 지원한 이유와 IT에 관한 질문이 다수,{}
회사에 지원한 이유에 대한 기본적인 질문이 잇었고 대다수 인성에 관한 질문이였습니다.,{}
1.자소서에 고객 대응 많이 했던데 여기서 잘할수있겠네요? 2.스펙이 과한거 같습니다. (언어 세 개 할수있다고 자소서에 씀),{}
회사 지원동기에 대해서 물어 봤습니다.,{}
"입사동기나 본인의 강점/단점,학교에서 수행한 프로젝트가 무엇인지와 같은 평이한 질문이었고 압박 질문은 없었음",{}
우리 회사에 지원동기정도.. 이전 회사에서 했던 업무에 대한 간단한 설명,{}
"가장 먼저 들어가서 자기소개하고, 지방 지원자는 지방근무 지원이유 물어봅니다",{}
지금 이정도로는 남들과 다른게 없다. 어떻게 할것이냐?,{}
1. 진행했던 프로젝트에 관하여 물어봄 2. 개발을 하는 곳이다보니 언어의 전문성을 물어봄,{}
"어떤파트에서 일하고 어떤 업무를 해봤는지, 새로운 업무에 잘할수 있는지",{}
"Xxxx 프로젝트는 어떠했는지 업무적, 기술적으로 설명해 주세요",{}
1차면접에서 조별 주제 던져주고 잠시 생각 정리할 시간을 준뒤 토의를 하고 이후 개인으로 면접관 앞 에서 주제에 대해 설명합니다. 이후 실무자면접이 진행되고 면접 질문은 평이했습니다,{}
자기 소개를 해봐라. 학교를 다니는 중에 해봤던 프로젝트 경험은 어떤게 있는가? 어렵지 않았는가? 밤샘 근무에 대해서 어떻게 생각하는가? IT기업에서 코딩하는 일이 적성에 맞다고 생각하는가?,{}
"자기소개, 비전2020에 대해 아느냐, 업무경험 있느냐, 나만의 경쟁력은?",{}
국내 SI에서 더이상 크게 수익을 가져올수있는것은 어느 분야라 생각하는가,{}
면접자한테 고객이란 누구라고 생각하냐고 물어봤습니다.,{}
"면접에서 회사가 무슨일을 하는지 정확하게 아는지 물어봤고, 자신의 코딩능력이 어느정도 인지 물어 봤고, 비전공자인데 여기에 왜 지원 했는지에 대해서도 물어봤었습니다",{}
입사 후 포부와 회사에 들어와서 어떤 도움이 될 것인가,{}
"pt, 토론 면접 주제로 공영 방송 수신료 인상에 대한 주제를 받았습니다. 실무자 면접에서는 2분 자기소개를 한 후 질문을 받습니다. 휴학 기간에 대한 질문, 프로젝트 했던 내용에 대한 질문, 시티카를 이용했 다고 했으며 이용 후기에 대 한 질문을 받았습니다. 마지막 할 말을 30초 ~ 1분 간 한 후 면접이 종료됩니다.",{}
프로젝트하는데 있어서 기한이 중요한가 질이 중요한가?,{}
프로젝트 수행 중 어려웠던 점 및 이를 극복하기 위해 본인이 수행했던 과정을 구체적으로 말하시오,{}
"자신의 장점, 하고싶은 업무에 대해...",{}
대부분 지난 직장에서의 프로젝트 내용을 물어보고 해당 프로젝트가 성공 실패한 이유에 대해서 이야 기했습니다. 프로젝트에서 어떤 역할을 맡았는지도 질문받았습니다. 2차 면접에서는 전공 과목에 대한 질문과 IT 업계에서 어떤 업무를 계속 하고싶은지와 자신의 비전에 대해서 이야기하였습니다.,{}
"제가 이력서에 작성했던 프로젝트 개발 내용에 대해 질문하고, 본인 답변에서 또 질문을 하는 방식으로 진행되었습니다.",{}
"제가 이력서에 작성했던 프로젝트 개발 내용에 대해 질문하고, 본인 답변에서 또 질문을 하는 방식으로 진행되었습니다.",{}
1.영어성적을 제출하지 않은 이유는? 2.lg cns에 지원한 이유는(다른 회사도 많은데)? 3.가장 기억에 남는 팀 프로젝트와 해당 프로젝트에서의 역할은? 4.취미생활은? 5.동아리 활동은? 이외에는 기억이 잘 안나네요,{}
자신이 해당 부서를 왜 가고싶은지 영어로 말하고 향후 목표에 대해서 언급하시오,{}
고객이란 누구이고 고객만족은 무었이라고 생각하느냐?,{}
"살면서 제일 이펙트 했던 순간이 언제 였는지 물어봤다. ""좋은경험이였다. 떨어졌지만 이걸 기회로삼아 면접에대해 대비하는게 수월해졌 다."" 불합격 보통 도움이 돼요 0",{}
우리 회사에 입사해서 해보고 싶은 일은 무엇인지 설명해주세요.,{}
1.자기소개 2.학교선배중에 들어온사람 있나? 3.학교에서 진행했던 프로젝트에 대해서 설명하라 4.프로젝트에서 제일 어려웠던것은? 5.마지막 질문할것이 있는지?,{}
힘든 과제를 극복한 경험이 있는가? 있다면 예를들어 설명해 달라,{}
"자기소개, 자기소개를 바탕으로 질문2개, 꿈이 무엇인가, 전공 중에 어느쪽을 좋아하는 지, 궁금한 점 무 엇인지",{}
1차 면접 시에 자기 소개와 지원동기 등을 물어보았다. 비전공자이기 때문에 열정과 성실성 등에 대한 질문이 이어졌고 자기 소개서 및 지원 서류내용으로 인성에 대한 질문이 주류를 이루었다. IT에 대한 지 식을 물어보긴 했지만 기본적으로 야근이 많고 밤샘이 많은 직군을 잘 견딜 수 있는가에 대해 많이 물어 보았다. 임원 면접에서는 가벼운 질문 위주였고 '왜 우리회사를 지원했는가' '3명 중 1명만 붙을 수 있다면 누가 붙어야 하는가' '영어로 자기 소개 해보라' 등이 었다.,{}
전공자에게는 실무 질문을 거의 하지 않는분위기. 회사에 대한 이해도 위주로 질문함,{}
인턴하면서 팀에서 무엇을 배웠고 이에 대해 느낀 점.,{}
공통 질문 : 요즘 대학교에서 조모임 활동이 많다고 들었는데 조모임 활동 안에서 갈등이 생겼을 때 어 떻게 해결했는지 경험을 얘기해주세요,{}
"고등학교와 대학교에서 전공이 어학,인문학을 전공했는데 왜 IT를 하려고 하는가?",{}
살면서 가장 힘들었던 경험은 무엇인가?,{}
성취감이 있었던 일은 무엇이냐? 회사에 대해 아는것이 있으면 얘기해보아라 등이었습니다.,{}
1. 자기소개 2. 어떠한 직무에서 일하고 싶냐? 3. 학과랑 직무랑 약간 맞지 않는데 괜찮겠냐? 4. 본인이 가장 기뻤던 기억은 무엇이냐? 5. 마지막으로 하고싶은 말,{}
전공과 it가 관련이 있나? 관련이 있다면 어떤 부분이? 외국어 잘 하나? 할줄아는 외국어는? 영어로 자기소개 해봐라.,{}
"IT적인 능력 어필하라, 원하는 곳이 다닌 다른곳 근무 시 어떻게 할 것이냐, 취미는 무엇이냐 등",{}
"야구를 좋아한다고 했는데, 무슨 구단을 응원하십니까?",{}
"간단한 자기소개, 비전2020에 대해 아는가, 직장이 집과 먼데 상관없는가, 자신을 왜뽑아야 하나, 어느 부서에서 일하고 싶고 무슨일은 하고 싶은가",{}
왜 경쟁사를 두고 여기에 입사하려 하는가?,{}
지원동기 및 자소서 기준으로 임의.질문이.많고 기술적인 측면은 거의없음,{}
2차면접 마지막 질문 이중에서 한명을 뽑는다면 누굴 뽑겠냐?,{}
수행항 프로젝트에대해 물었고 그에대해 설명해보라함,{}
"상세 경력 관련 질문, 이직 사유 등",{}
석사때 연구했던 주제로 입사해서 상품화 한다면 얼마나 시간이 걸릴것으로 보이는지?,{}
si sm이 무엇인지아나? 스트레스 어떻게 푸나?,{}
왜 아이티를 하고 싶은지 회사에 어떻게 기여할 수 있는지,{}
왜 입사하려고 하나요 이전 회사에서 문제가 있었나요?,{}
"가장 특별했던 경험은? 채용방식 인/적성검사, 그룹면접, 토론면접 발표시기 7일 후 ""서류 - 필기 - 1차면접 - 2차면접 으로 진행되고 1차면접은 인성면접과 토론면접 2차면접은 인성면접으로 진행됩니다. 1차면접은 실무진이 2차면접은 임원면접입니다."" 불합격 보통 도움이 돼요 0",{}
"2차면접에서 본인의 단점에 대해 얘기하는 과정에서 꼬리를 무시네요. 당황스러운 상황을 대처해나가 는 모습을 보시려고 했답니다. 채용방식 인/적성검사, 개인면접 발표시기 14일 후 ""1차는 실무진 면접 지금와서 보니 팀장 두분이 들어오셨던거네요. 그렇게 압박이 있지는 않았습니다. 제가 했던 부분 설명드리고 강점 설명드리는 편한 자리였습니 다. 2차 면접은 임원면접인데 저같은 경우는 팀장 윗선 상무 아래선인 담당이라는 분과 면접을 진행했죠. 여기가 약간 압박이었어요. 떨어진줄 알았습니다만 붙여주셨네 요."" 합격 보통 도움이 돼요 0",{}
회사의 목표 매출액이 얼마인지 아는가?,{}
"2012년 상반기 2차면접에서 ""지난번에 우리회사에 지원했다가 떨어졌던데, 이번에도 떨어지면 어떻게 할것인가?""라는 질문이 예상하기 힘든 질문이었음.",{}
현재 이 회사에 어울리는 신사업은??,{}
"특별히 없이 무난했음. 채용방식 인/적성검사, 개인면접 발표시기 7일 후 ""서류합격시 직무적성검사를 봄. 문제는 매우 어려움. 시간내에 다 풀수 없음. 1차 면접은 실무자 면접으로 팀장급 1대다 면접임. 2차 면접은 임원 면접으로 1대1 면접임. 당연하겠지만 면접 분위기는 그날 면접관 성향에 따라 다름."" 합격 보통 도움이 돼요 0",{}
